   2.5000000000000000        9.5343874096682685E-002   9.1378263903559957E-003	   2.2000000000000002        4.7966795129337707E-002   1.1634591346673526E-002	   2.0000000000000000        3.3088708260592757E-002   1.4260441464549066E-002	   1.7000000000000000        2.1741309480992826E-002   1.4854325896650636E-002
   2.3799999999999999       0.10818150513524245        9.4175715796825741E-003	   2.1150000000000002        5.3482099515381944E-002   1.3928742745325025E-002	   1.9500000000000000        4.1701160857311889E-002   1.1692209628059558E-002	   1.6775000000000000        4.0120435448871054E-002   1.1966927250659462E-002
   2.2599999999999998       0.11843086405535226        1.2979754101317022E-002	   2.0300000000000002        6.1439719676697334E-002   9.3971292056675721E-003	   1.8999999999999999        3.5633785358963041E-002   1.4898949424828192E-002	   1.6550000000000000        3.6864825333954625E-002   2.0259403723217370E-002
   2.1400000000000001       0.16013294369605727        6.3383935430639839E-003	   1.9450000000000003        8.5217350805897943E-002   7.7571798736594750E-003	   1.8500000000000001        4.5153630706084656E-002   1.4883939057655636E-002	   1.6325000000000001        5.3252110301111107E-002   1.3317618277833168E-002
   2.0200000000000000       0.19019375242644446        8.2268136667953476E-003	   1.8600000000000001        9.5606680434090721E-002   1.1815189609812279E-002	   1.8000000000000000        4.4257170513587844E-002   1.9304921916120935E-002	   1.6099999999999999        4.9403888787857279E-002   1.4892794017235979E-002
   1.8999999999999999       0.26794547033589128        8.1964480671867790E-003	   1.7750000000000001       0.15913140357415012        7.7225699491386517E-003	   1.7500000000000000        5.8084170952419883E-002   1.3279594428240647E-002	   1.5874999999999999        6.8980448906244191E-002   1.9523065657767912E-002
   1.7800000000000000       0.35508952722694187        3.7364724589760002E-003	   1.6900000000000002       0.24169368713405179        6.2742637907299463E-003	   1.7000000000000000        6.1035770584215186E-002   1.2791360985756414E-002	   1.5649999999999999       0.10248941642429009        1.4621710025600637E-002
   1.6599999999999999       0.47097866594975568        2.9113934075709314E-003	   1.6050000000000000       0.39988431812335701        4.9907413702977620E-003	   1.6499999999999999       0.12468999737039706        9.1945001875898894E-003	   1.5425000000000000       0.21698462866809809        5.6962955403716733E-003
   1.5400000000000000       0.57178006716205776        1.7043826887080443E-003	   1.5200000000000000       0.56843189373333536        1.3896283007699634E-003	   1.6000000000000001       0.20305119745428868        7.5192393710737425E-003	   1.5200000000000000       0.36725477035419141        6.1320258562409429E-003
   1.4200000000000002       0.63149658558462129        6.1259972381418125E-004	   1.4350000000000001       0.64347971558959094        4.4994977967421267E-004	   1.5500000000000000       0.37922129399865323        5.5509535064911502E-003	   1.4975000000000001       0.55858457090824443        5.5269346514693679E-003
   1.3000000000000000       0.65464381144205219        2.5147864183670002E-004	   1.3500000000000001       0.66021621053147450        1.3462621169417458E-004	   1.5000000000000000       0.57941189092468548        2.8419136018264768E-003	   1.4749999999999999       0.64276201390318866        1.1448054042331077E-003
   1.1800000000000002       0.66141410945903290        1.0749922308204701E-004	   1.2650000000000001       0.66402446460852971        4.3694862712868346E-005	   1.4500000000000000       0.65119708182225822        5.2962715559267380E-004	   1.4524999999999999       0.66082492569518159        3.3401345958727056E-004
   1.0600000000000001       0.66418870013317099        5.3815318144694670E-005	   1.1800000000000002       0.66531721333429616        2.0884216393574749E-005	   1.3999999999999999       0.66267693345440648        9.9777464818731320E-005	   1.4299999999999999       0.66424923220078824        9.7085184959825338E-005
  0.93999999999999995       0.66540168729925997        1.7924813597695769E-005	   1.0950000000000002       0.66587851072199600        1.6701098391439525E-005	   1.3500000000000001       0.66490357956065305        6.1707232927633979E-005	   1.4075000000000000       0.66540030766599112        2.2312005247339803E-005
  0.81999999999999984       0.66606881932033069        1.4572073647809661E-005	   1.0100000000000000       0.66617916544313938        7.3669160083635035E-006	   1.3000000000000000       0.66570526453321599        1.6181526027290628E-005	   1.3850000000000000       0.66585962782267472        1.0426995050063128E-005
  0.69999999999999996       0.66641294038123411        4.8092244805637186E-006	  0.92500000000000004       0.66637987269656640        6.3365785433493336E-006	   1.2500000000000000       0.66607033193243237        1.4080333903915387E-005	   1.3625000000000000       0.66611895819161693        1.0254339229837230E-005
  0.58000000000000007       0.66657736048232386        4.2188587413298801E-006	  0.84000000000000008       0.66649089628464808        2.3784867255793648E-006	   1.2000000000000000       0.66627514035334068        6.3217463005538653E-006	   1.3399999999999999       0.66626742051709809        8.0063255317670471E-006
  0.45999999999999996       0.66664887093599934        1.1590448306894885E-006	  0.75500000000000012       0.66656829460224787        1.4784789999950662E-006	   1.1499999999999999       0.66638296095054306        5.1251960059557897E-006	   1.3174999999999999       0.66637260475873361        3.8768965435849846E-006
  0.34000000000000030       0.66666539231536059        1.8134222658650023E-007	  0.67000000000000015       0.66661444340750609        7.3308947305092283E-007	   1.1000000000000001       0.66646578722502536        2.7276078521901691E-006	   1.2949999999999999       0.66644054669716413        3.5676279086488645E-006
  0.21999999999999975       0.66666666666666674        1.9984014443252818E-015	  0.58499999999999996       0.66664363481454958        4.0457880352591994E-007	   1.0500000000000000       0.66651466047593444        1.6280747704017271E-006	   1.2725000000000000       0.66648139803368123        2.3959142438057535E-006
