   1.0000000000000000       0.39126273634168535        4.9166101731673130E-003	   1.0000000000000000       0.36958708579732175        5.6412735359167316E-003	   1.0000000000000000       0.37145429612605840        6.3061049493550111E-003	  0.80000000000000004       0.47909862620525279        6.9690033794711391E-003
  0.95499999999999996       0.41943824931290663        3.1829439413771335E-003	  0.95499999999999996       0.39762824996628621        7.0884219059589599E-003	  0.95499999999999996       0.38907585272266881        5.8861130656743159E-003	  0.77000000000000002       0.53550038018432344        5.6705199187277568E-003
  0.91000000000000003       0.45769572321186269        3.8333380692521920E-003	  0.91000000000000003       0.41496304852469085        6.1790021292220613E-003	  0.91000000000000003       0.41010141135054562        4.4953798631524253E-003	  0.73999999999999999       0.57383971363293429        8.5536075989665773E-003
  0.86499999999999999       0.50134133638847411        6.4290664004842783E-003	  0.86499999999999999       0.43809370829762767        4.4212444885883230E-003	  0.86499999999999999       0.43962328899113778        3.8709589042494729E-003	  0.71000000000000008       0.65602532883725440        1.0556740772694802E-002
  0.82000000000000006       0.58027257187040604        9.8339548279146056E-003	  0.82000000000000006       0.47919254734565303        7.3334248463227600E-003	  0.82000000000000006       0.47289967452149639        7.1895418504980546E-003	  0.68000000000000005       0.95771399278390845        1.3984800693317007E-002
  0.77500000000000002       0.68292557165055823        9.9822763674836095E-003	  0.77500000000000002       0.55150544553936931        9.5529255191792312E-003	  0.77500000000000002       0.51535993893362231        6.2392995837591905E-003	  0.65000000000000002        3.6405583998590485       0.12761090645159448     
  0.72999999999999998       0.91971186855432796        2.6394529986337827E-002	  0.72999999999999998       0.72032257880966499        1.1738617289292761E-002	  0.72999999999999998       0.59507681989114170        7.9354812299898495E-003	  0.62000000000000000        1.7167761559637142        2.3188790786149414E-002
  0.68500000000000005        1.3125860055367624        1.3965848927443212E-002	  0.68500000000000005        1.4472056772111999        2.4089568709018277E-002	  0.68500000000000005        1.1129372259078041        2.0158717494681479E-002	  0.59000000000000008        1.2042568852827098        1.1148176338038046E-002
  0.64000000000000001        1.5880299645441520        1.5913527721692793E-002	  0.64000000000000001        2.4886124389315363        2.6072560668183999E-002	  0.64000000000000001        2.6817747226086461        4.9925236153089789E-002	  0.56000000000000005       0.91377786194827570        9.6891058327687324E-003
  0.59499999999999997        1.4263060071097464        1.6317848898848367E-002	  0.59499999999999997        1.2992962514324340        1.4318938327630796E-002	  0.59499999999999997        1.2537327564904577        1.7787756464391867E-002	  0.53000000000000003       0.70534604210902385        1.2814932962098716E-002
  0.55000000000000004       0.98129734594404960        2.6198807454164860E-002	  0.55000000000000004       0.85348532494017848        1.4191675012091134E-002	  0.55000000000000004       0.82719375671541218        1.1959292550201919E-002	  0.50000000000000000       0.56055827435533667        8.3080899139975437E-003
  0.50500000000000012       0.61110585967708642        2.0467711944192439E-002	  0.50500000000000012       0.58045672621138755        1.0565955778999462E-002	  0.50500000000000012       0.58588032101104459        7.3816425932721847E-003	  0.47000000000000003       0.43458342834472896        7.2985026467620121E-003
  0.45999999999999996       0.40234660005933282        7.7367531637215015E-003	  0.45999999999999996       0.40157949777074808        6.1759260473261256E-003	  0.45999999999999996       0.39860665018148966        7.5838955684256731E-003	  0.44000000000000000       0.32658482005843870        3.6710110478721152E-003
  0.41500000000000004       0.26574995466932905        6.3517619227889876E-003	  0.41500000000000004       0.26449715554377368        3.9952032034344101E-003	  0.41500000000000004       0.26178445633765951        3.7327784681550334E-003	  0.40999999999999998       0.25255605766688544        3.5389983758709856E-003
  0.37000000000000011       0.15815738306137539        5.3334700485109738E-003	  0.37000000000000011       0.16474150046768954        3.3442218438914633E-003	  0.37000000000000011       0.15767150722861148        3.3469032621828636E-003	  0.38000000000000000       0.17965602636273761        1.9545240055649227E-003
  0.32500000000000007        8.6080768545912331E-002   2.4505097421848678E-003	  0.32500000000000007        8.4289501129148556E-002   1.8692302392659872E-003	  0.32500000000000007        8.7645922779330435E-002   1.1512293188540063E-003	  0.35000000000000003       0.12171168939619995        1.5732613267506262E-003
  0.28000000000000003        3.9746386411960183E-002   2.2572903698612722E-003	  0.28000000000000003        3.9247461493378044E-002   1.2632275968095768E-003	  0.28000000000000003        3.9500928736108838E-002   6.9038772292907607E-004	  0.32000000000000001        8.2292513583856877E-002   1.1668782511866144E-003
  0.23499999999999999        1.4000998404701955E-002   1.4571924633331923E-003	  0.23499999999999999        1.3623645939036776E-002   7.1847801249818992E-004	  0.23499999999999999        1.2994899250734267E-002   3.9167271409356556E-004	  0.28999999999999992        4.7846864997776101E-002   7.5700176801633270E-004
  0.18999999999999995        2.2505284578764853E-003   5.5435416395738745E-004	  0.18999999999999995        2.3742318849313830E-003   4.4681992779748185E-004	  0.18999999999999995        2.5024493122824667E-003   1.6124319875577848E-004	  0.26000000000000001        2.4562271592876442E-002   2.3939572091219848E-004
  0.14499999999999991        2.6402450050538831E-015   0.0000000000000000     	  0.14499999999999991        5.3769373202760484E-005   5.3769373413980082E-005	  0.14499999999999991        1.3442343412568302E-004   4.0077324686650100E-005	  0.22999999999999998        1.1327635917264793E-002   2.9234898016977531E-004
   1.0000000000000000       0.39284704198766263        7.5981779269578215E-003	   1.0000000000000000       0.36660870930987011        5.4568407503392605E-003	   1.0000000000000000       0.37257307481399782        1.0427808152272669E-002	  0.80000000000000004       0.49449606774642962        5.3780547141035456E-003
  0.95499999999999996       0.40953205369675388        4.9622362045895789E-003	  0.95499999999999996       0.39441856141053422        5.2337878071968564E-003	  0.95499999999999996       0.38730715841534380        5.2796858919283533E-003	  0.77000000000000002       0.51735001990856178        5.6693267078715840E-003
  0.91000000000000003       0.44478475378763555        5.3822325927112618E-003	  0.91000000000000003       0.41130435301088331        8.4826036674482234E-003	  0.91000000000000003       0.40794584748961188        5.2525735326233950E-003	  0.73999999999999999       0.55811133301828053        7.3632689592763858E-003
  0.86499999999999999       0.50100633749704782        6.4020869911327527E-003	  0.86499999999999999       0.44915315547225715        6.7523422421098388E-003	  0.86499999999999999       0.43861892487030935        7.2947926997035655E-003	  0.71000000000000008       0.65674642091956981        1.2846456228309020E-002
  0.82000000000000006       0.57981392801178888        1.1108107529214439E-002	  0.82000000000000006       0.48916278277416414        5.2451546679686259E-003	  0.82000000000000006       0.45913715680675138        7.4149670505661387E-003	  0.68000000000000005       0.98597741124491678        1.2157624300368507E-002
