   1.0000000000000000        1.8915685673466436        2.0974577644244811E-002	   1.0000000000000000        2.1351380389178249        3.1102056184705868E-002	   1.0000000000000000        2.1871650899251303        2.5003681585143780E-002	  0.80000000000000004        6.0500836965772837        9.0207940218279270E-002
  0.95499999999999996        2.2711207252429957        2.4418199965098791E-002	  0.95499999999999996        2.6098742053239246        5.0453844966108642E-002	  0.95499999999999996        2.6503471038682243        4.5672349977729815E-002	  0.77000000000000002        7.8524767220163643       0.10857403154380077     
  0.91000000000000003        2.6780218885931770        4.3628938259219693E-002	  0.91000000000000003        3.0877212617569052        4.0096762583947891E-002	  0.91000000000000003        3.1931839256302150        5.0402424863309515E-002	  0.73999999999999999        10.865919016550727       0.19745429940523643     
  0.86499999999999999        3.1904635149058027        3.3548304230795127E-002	  0.86499999999999999        3.9267224824089131        8.9017019381873896E-002	  0.86499999999999999        4.0149965038393489        6.7792827695025010E-002	  0.71000000000000008        17.563668905028347       0.27469137532769622     
  0.82000000000000006        4.0154310548639343        6.7484538233818073E-002	  0.82000000000000006        4.9771670540496897       0.10673287752943925     	  0.82000000000000006        5.1984936873548824        8.3080925479421197E-002	  0.68000000000000005        50.194613849831029       0.93177813039264168     
  0.77500000000000002        5.2183836315524186        4.7856345817078143E-002	  0.77500000000000002        7.1010985628080237       0.10423156314489115     	  0.77500000000000002        7.3838141335837193        9.9724585071806912E-002	  0.65000000000000002        48.121867248448204        4.0347375403089698     
  0.72999999999999998        6.9340672168315614        4.6158620265561646E-002	  0.72999999999999998        11.553136665115860       0.15779934472024690     	  0.72999999999999998        12.282865724607147       0.18317929387825338     	  0.62000000000000000        3.9554620845343202        6.1938900278849893E-002
  0.68500000000000005        9.1438667703686836        5.6764101076092061E-002	  0.68500000000000005        23.523078938670071       0.18398399480631461     	  0.68500000000000005        37.170163251799977       0.55824110956522099     	  0.59000000000000008        1.2174734545442780        2.0945971709010712E-002
  0.64000000000000001        9.5893345020435508       0.13488751507326674     	  0.64000000000000001        20.286393250359431       0.44369791673453723     	  0.64000000000000001        17.849186304763503        1.3137946679973107     	  0.56000000000000005       0.54679778290796943        9.7011045446632072E-003
  0.59499999999999997        6.5912862236908669       0.22985676768973573     	  0.59499999999999997        1.8132260049201978       0.11551527163315901     	  0.59499999999999997        1.4239317005013568        2.3067063650572584E-002	  0.53000000000000003       0.28474750105604602        3.7528301702998380E-003
  0.55000000000000004        2.8294943247579956       0.32947249793462713     	  0.55000000000000004       0.44703510939472724        2.1807220467784813E-002	  0.55000000000000004       0.43291733353225070        8.2314844404874320E-003	  0.50000000000000000       0.16405153966828342        2.4322436651272802E-003
  0.50500000000000012       0.75702967432159785       0.22447877837024804     	  0.50500000000000012       0.17844018492017899        4.1858419800451657E-003	  0.50500000000000012       0.18499319526269511        2.9702905791800056E-003	  0.47000000000000003        9.7927053825869789E-002   1.4929404032763452E-003
  0.45999999999999996       0.24363830861262054       0.16079222294558590     	  0.45999999999999996        8.4251352208820351E-002   1.7055847593043061E-003	  0.45999999999999996        8.2863272944908362E-002   1.4129820718321937E-003	  0.44000000000000000        5.9006971622457542E-002   7.4560838647649548E-004
  0.41500000000000004        4.0611011755351194E-002   1.3493341435886509E-003	  0.41500000000000004        3.9697870257067946E-002   8.6138066664129677E-004	  0.41500000000000004        4.0084883806065383E-002   6.6482793609490612E-004	  0.40999999999999998        3.7070417533397369E-002   4.7658600116300099E-004
  0.37000000000000011        1.8273791369493298E-002   7.5302385930069062E-004	  0.37000000000000011        1.9741885440124285E-002   4.1244240592245202E-004	  0.37000000000000011        1.8392434182235233E-002   4.5072950710045085E-004	  0.38000000000000000        2.2051294412202035E-002   2.4096268024482157E-004
  0.32500000000000007        7.9667467948737018E-003   2.5041201243790838E-004	  0.32500000000000007        7.7155532184681646E-003   1.8655293238667675E-004	  0.32500000000000007        8.0387213291306815E-003   1.1805291640974739E-004	  0.35000000000000003        1.2690704991579572E-002   1.9064449291478515E-004
  0.28000000000000003        2.9345638537428948E-003   2.4918764966805698E-004	  0.28000000000000003        2.8469186611058627E-003   9.2878621566747170E-005	  0.28000000000000003        2.8849041651027173E-003   5.5971348786234517E-005	  0.32000000000000001        7.3219943930169507E-003   1.1831751540019397E-004
  0.23499999999999999        8.2961639331490824E-004   9.4479950581263241E-005	  0.23499999999999999        7.9408229290523023E-004   5.2485410766268950E-005	  0.23499999999999999        7.5305069969596611E-004   2.1219937958957703E-005	  0.28999999999999992        3.6633585299459190E-003   5.8701301298238745E-005
  0.18999999999999995        1.0174905579917322E-004   2.5063008007533249E-005	  0.18999999999999995        1.0974430433071107E-004   2.2468637992451094E-005	  0.18999999999999995        1.1493764632357280E-004   7.4870573540875510E-006	  0.26000000000000001        1.6251039640990663E-003   1.8277794362796212E-005
  0.14499999999999991        0.0000000000000000        0.0000000000000000     	  0.14499999999999991        1.8552193079353189E-006   1.8552193079353189E-006	  0.14499999999999991        4.6380482698382966E-006   1.3827988285711623E-006	  0.22999999999999998        6.4279983211815931E-004   1.7105323517423571E-005
